onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
240.0800000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
241.7360000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
242.1080000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
244.1800000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
245.4360000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
245.9780000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
248.0480000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
249.4880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
249.9140000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
251.9840000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
253.4760000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
253.8680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
255.9360000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
256.9840000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
257.3700000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
259.4400000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
260.9680000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
261.4900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
263.5580000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
264.6920000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
265.0760000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
267.1460000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
268.1720000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
268.6120000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
270.6820000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
272.2360000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
272.7160000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
274.7840000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
278.8500000000	n/a	n/a	RESP: No Response	n/a	n/a	S105
279.2540000000	n/a	n/a	FB: No Response FB	n/a	n/a	S  7
281.3220000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
282.1600000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
282.5900000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
284.6580000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
285.5560000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
285.9920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
288.0620000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
289.0320000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
289.5620000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
291.6300000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
293.2040000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
293.7320000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
295.8000000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
297.1400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
297.6020000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
299.6700000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
301.4560000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
301.8220000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
303.8900000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
305.9600000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
306.4920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
308.5600000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
309.7520000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
310.2600000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
312.3300000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
313.7360000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
314.2640000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
316.3320000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
317.8680000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
318.3840000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
320.4520000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
321.3320000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
321.7860000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
323.8560000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
324.9080000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
325.4560000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
327.5240000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
328.7760000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
329.2760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
331.3440000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
332.8000000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
333.1780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
335.2480000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
336.3360000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
336.7820000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
338.8500000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
339.8840000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
340.3000000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
342.3700000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
343.5440000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
343.9860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
346.0560000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
346.9880000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
347.3900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
349.4580000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
350.9800000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
351.4920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
353.5620000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
354.6400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
355.1620000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
357.2300000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
358.0440000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
358.5140000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
360.5840000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
362.0440000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
362.5340000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
364.6040000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
365.7040000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
366.1540000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
368.2220000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
369.1960000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
369.7560000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
371.8260000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
372.9520000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
373.4920000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
375.5620000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
376.4800000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
376.9780000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
379.0480000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
380.1200000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
380.5320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
382.6000000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
383.6040000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
384.0680000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
386.1360000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
387.1120000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
387.5540000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
389.6220000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
391.6920000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
392.1400000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
394.2100000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
395.6400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
396.1940000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
398.2620000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
399.3400000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
399.8120000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
401.8820000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
402.8440000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
403.3660000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
405.4340000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
406.3280000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
406.7340000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
408.8040000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
409.6940000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
410.2040000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
412.2720000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
413.4100000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
413.8560000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
415.9260000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
417.0860000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
417.4760000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
419.5460000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
420.3780000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
420.8460000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
422.9140000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
423.8100000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
424.3320000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
426.4000000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
426.8860000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
427.3500000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
429.4200000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
430.8020000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
431.3200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
433.3880000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
434.5140000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
434.8900000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
436.9580000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
438.1620000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
438.5420000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
